text,labeled,sentiment
gee  i'd hate to see what you say about the family ;),cyberbully,0
dude dont tell me what to do thats not your place. i do what i want. just chill the fuck out and worry about yourself.,cyberbully,0
damn fine! The snow is gone thank god!,not cybercrime,1
That sucks.  Life can't really be that bad  right?  Chocolate does always help.,cyberbully,0
i hate you :P happy birthday dude  good to know your enjoying it,not cybercrime,1
thats a good question.  most lawyers HATE that stuff.,cyberbully,0
YOU STUPID WHORE I HOPE YOU ARE IN YOUR HOUSE WHEN I BURN DOWN YOUR HOUSE YOU STUPID WHORE WHY WOULDN'T YOU GO TO PROM WITH ME,cyberbully,0
oh guess who got an australian shephard puppy today. note: NOT ME. the other roommate. yeah. another. fucking. dog.,cyberbully,0
ummm. Ya. That's pretty damn pimp.,not cybercrime,1
as much as I hate the winter  those pics are beautiful. We've had insane-o storms like that in MO. Sucks so bad  esp sans power,cyberbully,0
got delayed.  your ass kicking will have to wait.,cyberbully,0
I know it sucks  but I'm actually envious of you.  Though I have orientation for a tutoring program on the 14th.  Did I tell you?,cyberbully,0
it was just a joke man..i wasnt taking the piss out of anything.,not cybercrime,1
i hate your face sounds EXACTLY like something i would say.also reminds me of a drunk girl trying to fight me and,cyberbully,0
i was spanked but do not  only because it makes my kid behave worse  so doesn't work. not a lot does work-kinda sucks too.,cyberbully,0
I've been messing around with some of the beta releases. It murders every other WP version (widget panel still sucks though).,cyberbully,0
"Are you laughing your ass off with all these ""juicy"" twits?",not cybercrime,1
yeah we do... damn this time difference *HUGS*,not cybercrime,1
OMG bundesliga and brasilian bossanova. This was worse than seeing your loved family dog licking his ass. I'm scarred,not cybercrime,1
hmm so thats suk your soul hate and reinvent you to get my dry cleaning hate?,cyberbully,0
yep. I didn't think to go online and check calorie/fat count until AFTER dinner. Bummer.,cyberbully,0
wow - mommy's little cheerleader! *must... not... take... the...piss......*,not cybercrime,1
lol.. that sucks..it's so nice in miami... catching that ocean breeze from the balcony....don't want to rub it in...lol,not cybercrime,1
oh hot damn!,cyberbully,0
He can't hear you  his head's too far up his own ass.,not cybercrime,1
Prison Bitch is a sparkling addition to any resume.,cyberbully,0
a constant receiver does not a giver make. Prepare to be Prison Bitch Blagojevich (new campaign slogan  it rhymes),cyberbully,0
that sucks that you're sick. Sorry to hear that.,cyberbully,0
No thanks. I don't want cable. I hate most TV shows. I really hate commercials. I get my news online. I'm good. :),not cybercrime,1
try telling your parents that you don't want to see them. see how well that fucking works out for you  yeah?,not cybercrime,1
Football. I hate it. It&#8217;s official  I&#8217;m bad luck.,cyberbully,0
I fucking love Haunted.,cyberbully,0
I didn't know you were an avid football watcher. Is that even football? I think it is. Fuck sports.,cyberbully,0
lol kevin bought me damn near nothing and we dated for over 10 months. my life sucks.,cyberbully,0
Yea it sucks!!,cyberbully,0
Indeed. But the Collier conversation relationship head up your gleeful ass kumbaya stuff needs to be put out with the trash.,not cybercrime,1
yeah i am glad i have the next 2 days off.. I just have to get through xmas eve and the weekend afterwards. damn gift cards,not cybercrime,1
hot damn! did you get an iPhone too?,cyberbully,0
aw  thanks. it's going better than yesterday  that's for damn sure. :-D,not cybercrime,1
no. i must have missed that one. damn. ;-),cyberbully,0
have a safe flight.....damn now you make me want some jamba juice,not cybercrime,1
I got it for Wii  when I get back from my dad's we're gonna play and it will be so kick-ass.,not cybercrime,1
http://twitpic.com/xm6u - You have an inbox folder for CYA - Covering Your Ass?,not cybercrime,1
him and his damn tech stuff bwahaha,cyberbully,0
i'm not emo. I'm fucking happy!,not cybercrime,1
well now I have to edit myself and you know how I hate that!,cyberbully,0
if u get a stye is it from seeing a dog shitting or fucking?  And what do I do with my fingers?  Consult H if u need to.,cyberbully,0
what does that say about me that I was laughing my ass of when I heard that. Rapping the word titties is just damn funny,not cybercrime,1
& I was there helping your ass pack to get on the plane. A tru friend - helping you track a sub sized weiner like fucking GPS,not cybercrime,1
you have officially been put on my bread stick mailing list. Fuck those rock republics and eat something already.,cyberbully,0
i get that ha ha smart ass :p,not cybercrime,1
i feel pretty oh so pretty...i feel pretty and witty and gAY! Ha ha good times,not cybercrime,1
Yeah  I mean I know the plan and the creative are kick-ass. But sometimes clients have a warped view.,not cybercrime,1
Oh man  that sucks. @Vincentdooly can you help @dsmoore out?,cyberbully,0
yea the weather sucks. At least you missed the 8 degree weather though lol.,not cybercrime,1
I do  but I'm an American. Hence  I'm a pussy.,not cybercrime,1
God.. that commute has to be a bitch dealing with.. driving back and forth from Raleigh to Fayetteville...,cyberbully,0
I take full pride in being a nerd. Hahah.,not cybercrime,1
THAT'S AN UGLY ASS PICTURE!,cyberbully,0
Pretty much  but now there will be less AIM errors! Weeeee  you can see that I don't type like a retard!,cyberbully,0
My grandmother is a big bitch and my father's a fraking arsehole.,cyberbully,0
you must be bored...you are a twitter whore today. ;),cyberbully,0
man i'm jealous of your day! i'm also hooked on twitter. damn arv. like i needed another procrastinating tool like this.,cyberbully,0
just don't eat a meal replacement bar.. I fucking threw up!!,cyberbully,0
fuck duke!,cyberbully,0
"what if their ""you"" really sucks? like  why be a wack person when you can be an imitation of a more cool person? i think this",not cybercrime,1
2 weeks? how am I gonna live without money for 2 fucking weeks?,not cybercrime,1
Well get your ass busy!,not cybercrime,1
Hi new friend! I like your personality.super cool:) Yeah I forgot it is like 9 am there..that sucks!,not cybercrime,1
damn that sucks..I hope you are ok now,cyberbully,0
haha! No. We have a new stand up board at work and we have barstools to sit on. I hate them!,cyberbully,0
Excited that yr friends get to see yr show. I hate them. ;) No  rly  I do. .....Sad that tonite is last show.  Hard to say goodbye?,cyberbully,0
"Thanks. Nothing just watching ""Jack ass"". Are you having fun doing nothing over there?",not cybercrime,1
Well  that's upsetting. We can party it up over here. Jack's ass is quite enjoyable thank you,not cybercrime,1
Fuck. Well  you can for a low cost of 19.99 with shipping and handling. But that's only if you really want to.,cyberbully,0
Fuck again. Call 1800QZAK. Then your problems will be solved. I might even get you a discount,cyberbully,0
If you stay home to twitter and have a martini on NYE does that make you a loser?  don't answer that...  I don't want to know,cyberbully,0
you're a fucking maniac.,cyberbully,0
its ok decided not to go to fam party. going back to bed. wtf moon i hate you. wtf life. dead.,cyberbully,0
HAHA WHYYYYY do you hate my school!? NOOOOOO :(:(:,cyberbully,0
FUCK SUNDAY im super bummed.,not cybercrime,1
whelchers fuckin suck ass!,cyberbully,0
some peoples drama just sucks!,cyberbully,0
well that sux donkey dick. No interwebs is kinda a pain for ur work.,cyberbully,0
Then she changed roles and she is a little less bitch from hell but still  her sting has too much barb.,cyberbully,0
today feels like sunday.....damn lol,not cybercrime,1
Damn didnt even see that lol  : /,cyberbully,0
HATE THAT...happened to me today i was like...YOUR WELCOME *cut eye* and walked back out lol,not cybercrime,1
i hate hate hate it with a passion!! lol...i know the calls are recorded i talk mad shyt down the phone LOL!!!,cyberbully,0
don't you hate that?  Though I have so much product to make by the weekend I wish it was Tuesday.,cyberbully,0
i think its a cultural fad.. starbucks coffee sucks and its wayy overpriced.,cyberbully,0
i just deleted all the people that i have on my facebook off myspace Damn if everyone switched i could just delete the account,cyberbully,0
no! I think UofA's navy jerseys on white pants rule.  And all red sucks. But seeing BYUs colors  I guess all red makes sense.,cyberbully,0
here 2!Another big storm is blowing our way. I hope it waits until I'm home from work b4 it starts snowing. Hate driving in it!,cyberbully,0
no i think you will hate it. Its a bunch of dirty work.,cyberbully,0
the iced media party. Long ass day at the office  time for a drink or 3,not cybercrime,1
easy! keyshia sucks. It's pathetic when an actor makes a better album in his 3rd profession (act  stand up) than you do in your first,cyberbully,0
@TheflyGIRL Done! But I must tell you  that negro got a hard ass head. My elbow hurts...,cyberbully,0
LOL at the Razor Ramon shit. I surely was gonna Ultimate Warrior his ass. Shaking the ropes and the whole 9!,not cybercrime,1
You done started something! Got me all nostalgic and shit KNOWING good and damn well I got work to do...LOL,not cybercrime,1
@mekdot yo...heroes sucks!!! I loved season 1  despised 2 and feel like season 3 is a lousy high school special. BOO HISS BOO!!,not cybercrime,1
That sucks  they owe you much?,cyberbully,0
Boo  to be fair they shouldn't give away your room. Kick their ass!,not cybercrime,1
Wow  that's bad-ass. You're like Stanley now. Well  even more so...,not cybercrime,1
lol figured. So anyway  anna is still being a bitch(sorry for the language) She doesnt want to go on the trip. So now onto plan B,cyberbully,0
anna just has to ruin the holidays for me  just like every year. Damn you anna!,cyberbully,0
rock out with ur cock out dude!!!,cyberbully,0
that's a shame  I hate having to unfollow someone! :-P,cyberbully,0
BIG FAT HARD HAWAIIAN DICK. Too much?,cyberbully,0
 i hate that too - i have blocked a few of stalker / serial networkers on fb too.  maybe they should tweet first?,cyberbully,0
LOL - nah  that's just what we tell the loser guests that we usually toss down in the newsroom!! oh  wait...,cyberbully,0
Israelis to Spanish FM ... Kiss my ass.,not cybercrime,1
No  but I'm saying that money that has gone into Gaza SHOULD be feeding people  not waging war and breding hate.,cyberbully,0
I had a dream involving a rhino chasing me because of my polo cologne. Everyone says it represents a fat woman. My life sucks.,cyberbully,0
Taking the piss = talking trash  perhaps,cyberbully,0
& @babysinead that dude is a fucking PSYCHO. i turned down working for him and he told ppl that I DID and that i was TROUBLE.,cyberbully,0
& @babysinead i've never even met him in person. he's a fucking douche.,cyberbully,0
I get that too! It sucks!,cyberbully,0
hey fag why you gotta ask the whole world!? j/k your awesome,not cybercrime,1
gotta love the gay kid who was drumming trying to get his head in the pic tho HAHA,not cybercrime,1
Sheeyat....Freezing rain is no punk. Hope you didn't fall & bust your ass in the parking lot.... I almost did.,not cybercrime,1
Damn skippy. I should be dead 10 times over......,cyberbully,0
Its foggy as hell here too. Looks like damn Seattle.,cyberbully,0
lol penelope died?? thats so depressive  i have a compaq it sucks  i dont have a name for my computer tho : ),cyberbully,0
Do you really have a big man ass?,not cybercrime,1
i don't know that bambi's ass is a nice place. LOL,not cybercrime,1
attention whore!,cyberbully,0
I laughed so hard when I first heard because my gay husband (good friend  lol) says code 3 when he has an emergency,not cybercrime,1
http://twitpic.com/xipq - this only makes me hate having a verizon contract even more.  erg.,cyberbully,0
no guarantees.  hate the place. I'm ust going there to make sure my parents are still alive.,not cybercrime,1
AWWWW I HATE THAT!!!! I had to buy that gadget you can stick your hard drive into to pull them off. SO SUCKS! Sorry. :0(,cyberbully,0
Praying for your grandmother and your momma. I hate that they are facing so much.,cyberbully,0
bitch please your gorgeous,not cybercrime,1
i fucking hate that word  hahaha.,cyberbully,0
i know  haha. 1408 is so gay. i don't even know why i'm watching it.,not cybercrime,1
omg - that sucks arse! I am so sorry =/,cyberbully,0
Sounds like good times. I'm in the office until 7:00 and then I'll probably go for a run. I'm a fat boy getting fatter.,not cybercrime,1
Ye Olde Cock looks nice.,not cybercrime,1
sure you can  I'll hide the flashlight. go emo go!,not cybercrime,1
emang lagu2nya emo? bukannya mellow? :D,not cybercrime,1
gitu emo jaman dulu ya :D,not cybercrime,1
Listen  RayRay  I gave you the lowdown as soon as I got it. I hadn't heard it b4 and I was shocked. She seems to hate his guts.,cyberbully,0
I thinks you meant to say that TWILIGHT was epic fail  not your mistake. I hate stephanie meyer and I've never even met her.,cyberbully,0
lawl. Sucks to be THEM  then.,cyberbully,0
I'd die first. Damn fareway.,cyberbully,0
LMAO! He's horrible. The Beatles changed the fucking WORLD! And are still an icon to this day. Who the fuck are you?!?!?,cyberbully,0
I need to see how this ravin rabids game works first. It'd all have to be in the ass moving. Maybe not moving enough = bad oral?,cyberbully,0
holy fucking jesus mother  gad damnit WTF? wow.,cyberbully,0
really? Thank fucking god for sleeping pills!,not cybercrime,1
dude  that pic of you in the Gold 2009 flyer looks like a friggen glamour shot  fag. hearts!,not cybercrime,1
Eff yeah! give @jeffreyparadise and @richiepanic a slap on the ass for me,not cybercrime,1
you are fucking killing me. Please come to a party at my house next time yer in LA. Rice pilaf will be ready,cyberbully,0
I hate to open the flue after a long fall. We get birds or dead squirrels...totally scary!!!!!,cyberbully,0
depends on how much you hate fighting w/your light. I read in the car a lot while hub drives  so very worth it to me.,cyberbully,0
he won't wanna pet the guinea pig?,not cybercrime,1
i'd love to visit (or live) in san diego cause of yr round warm weather. i hate cold so bad. crowds n traf would b my probs there,cyberbully,0
no prob  but watch out  it's fucking addictive!,cyberbully,0
re:fuck the creative industries blog post (at squares of wheat):I say:Waaaay too much empty rhetoric there. Be the Change ?,cyberbully,0
Did...I mention that among my new disciplines are Dementation  Dominate  Presence  and Obtenebration?  I am fucking AWESOME.,not cybercrime,1
I *really* hate housework! Then again  it was great waking up to a clean LR & kitchen! Maybe I should do it more often... :-),not cybercrime,1
I've been wondering that myself. Its been down for quite a damn long time... @tqbf any comment on that?,cyberbully,0
well damn we should have had a tweet up. I was at Kona last night as well.,cyberbully,0
ouch! Hope your alright! :S I hate Black Ice  Almost broke my arm on it the other week :P,not cybercrime,1
eeeeew  I wanna cum ;),not cybercrime,1
 AAYE!!!  richard gre is NOT gay-re :P,not cybercrime,1
fuck yeah bra,cyberbully,0
nope can't deny that sweet face or lil schnauzer w/ ears~always wished Hildie had her pig tails~how is cropping still happening?,not cybercrime,1
Hey~~Happy New Year new friend !! enjoy the movie~ think of me when the crazy proff shows up..damn...can't remember his name,not cybercrime,1
#NAME?,not cybercrime,1
 GOOD! Now u can bring ur happy lil' ass over here & help me finish hanging this garland.  ;-),not cybercrime,1
Guess there wont be much skidding then. As is said hope you're on the ground floor or everyone will hate Green Grass and High Tides.,cyberbully,0
The FA50 is a low key ultra here in ATL. It stands for Fat Ass 50K. Loop course  so you could do 25K...Half Ass.,cyberbully,0
 me too!!! I also hate closing then opening then closing shifts that gets me all out of wack.,cyberbully,0
"says ""no more pizzas for the situation room! or else we will be fat when the war is over...""",cyberbully,0
hangs longer than u while u lay there on ur ass! 1 day u gonna look back @ these days & ask urself where did ur life go?,not cybercrime,1
I slept horribly. Kepted waking up every hour. Kept tossing and turning. Argh I hate having to work today! Time for cardio!,cyberbully,0
if you can get me a signed copy of Jordan's book....we'll pull some qoutes during shows.  That guy kicks ass muchos muchos  wow,not cybercrime,1
wErd... you pick out (2) kick ass hip hop songs and we'll doit yo~,not cybercrime,1
hola! Orli ... we are www.LuckyStartups.com looking to interview some kick ass peeps in Israel... you up to it?,not cybercrime,1
yeah  I did that a few months ago. How's your show doing man?? looks kick ass!,not cybercrime,1
Thinking about response/actions. Have decided its not going 2b ideal 4 anyone. Its sticky bc its family. Theres love/hate/dislike,not cybercrime,1
Not talking about incident but more so the attitude that I'm gonna bitch & make a comp do something on a subjective matter.,cyberbully,0
she doesnt want to scar you for life like i could.  cant talk her into sending you the video of they guy with the jar in his ass.,not cybercrime,1
when can I meet your uncle??? Maybe he could give a wiki demo to our loser peeps!?,cyberbully,0
what a coincidence! I'm wearing my fat jeans today and it felt like they were my skinny jeans!,not cybercrime,1
sucks  don't it?,cyberbully,0
doc's a dick.. ill manage without injuring myself.. self inflicted pain would be desperate..which I think I am.. Siiigghhh!!,cyberbully,0
Agreed!  Twitter showed the way with the whale ;),not cybercrime,1
No- shopping isn't what sucks! It's the crowds that cause the trouble. haha! Love your website btw!!,not cybercrime,1
FUCK YEAH BIOSHOCK! Tell me how the apartment hunt goes!,cyberbully,0
Merry Christmas to you too  Casey. For tomorrow. Er  or today. Grrr  damn time zones....,not cybercrime,1
Are we going to see an appearance of the 'fuck me' boots? :P,cyberbully,0
Sounds more reasonable. I hate having to buy 8+ presents for my very small family alone. Soulless Myer gift cards FTW,not cybercrime,1
Wtf. Fuck you,cyberbully,0
Lawlz. yr a bitch. hoe.,cyberbully,0
Sorry you bitch punched TEO.,cyberbully,0
oh no  I always try to make my desk look neat. Fail whale. There are always newspapers piling up  cables are worse!,cyberbully,0
Funny I always thought Job Security is dependent to how much ass you can kiss? (wait I guess they are one of the same if you think..),not cybercrime,1
Oh I know. It doesn't hurt to have one of the richest woman in the world actually hate you. Elvis had the Memphis Mafia. Oprah...,cyberbully,0
Lol  I'm not enough of a LOTR nerd to need to install Tolkien fonts. :),not cybercrime,1
it was a good show...dude!  Did you call in gay  rotfl,not cybercrime,1
hmmm....or do they hate you because you didn't let them join in the parranda? Nah  probably the corp council thing,cyberbully,0
LOL Hon  I have been saying for a while now that this boy will be gay. It really bothers the hubs when I do  so Im tryin 2b good,not cybercrime,1
"lol exactly. ""Hey guys  how about a 13-sided paralellogram? THAT'LL fuck em up!",cyberbully,0
Yeh  but every nerd like to think he/she is devastatingly good-looking  as revenge on those who snubbed them. Trust me  I kno,cyberbully,0
Gee  i might if the person running this hadn't been such a bitch to me. I'll focus my efforts elsewhere  thanks.,cyberbully,0
haha you'd think so right? I AM giving something away though i'm just surprised cause it's that high..my sqz  pg honestly sucks lol,not cybercrime,1
heh i'm a thunking (friggin hate that word - 'thunking' how daft - anyway) - is it a CON?,cyberbully,0
 i just fucking beat you!,cyberbully,0
HOLY FUCK! that was one tough fucking cow!,cyberbully,0
yeah i know but its also too bad about the children ya know BECAUsE I FUCKING WON!,cyberbully,0
Heh  his name's Jeremy (stupid little nerd  but he's up for any challenge.) And he's about to break  anyway.,cyberbully,0
hippies hate that stuff... too chemical-y. This is true when used in ENORMOUS amounts.,cyberbully,0
i have to go inside of you tomorrow. i hate myself every time i am in you. i feel cheap and dirty.,cyberbully,0
#NAME?,not cybercrime,1
"(RT) Fat Bastard (my beagle) is writing his ""tail-all"" confessional diary about online dating...",cyberbully,0
- Fat Bastard sends hugs for retweet on Austin Girl blog: http://austingirlblog.wordpress.com (need feedback on writing),cyberbully,0
jizz in my pants is old news nigga. Keep up LOL. instead of doing it locally just come over early and do it here. Fuck local shit,cyberbully,0
@lastlee...that movie was good...not boring...very gay....but equally good,not cybercrime,1
fuck u and ur early screenings...jealous...prepare for tuesday mash...im coming with woody to freebirds/mash,cyberbully,0
cant wait to get FUCKED THE FUCK UP,not cybercrime,1
well if they hate you  are they still considered a fan?,cyberbully,0
I'm kinda meh on it--It wouldn't even be a contest as Madonna would kick his ass while he was running around screaming.,cyberbully,0
ok I take you off of my hate list and send you hugs  I am in business..this is my alter ego. mwahahah,cyberbully,0
http://twitpic.com/rt32 - omg :/ sucks to be u. hope u got some good tunes going makes it more delightful to sit through.,not cybercrime,1
it's one thing if it's my friends using it on me  but I hate when 23 year olds message me on OKC and call me that or Older woman,cyberbully,0
that would be one shocking pussy lol,not cybercrime,1
 Totally agree with you.  Fuck Prop 8.  very cool that apple came out publicly against 8 on the website.,not cybercrime,1
u know  that's what I hate about Ohio  seeing grown up idiots in shorts when it's freezing outside :0),cyberbully,0
fuck yes,cyberbully,0
:) if she is a dumb hoe why'd he put his cock in her?,cyberbully,0
still nothing.  Lucky for you I have the free time to hop on twitter and remind you that you still fucking owe me.,cyberbully,0
charter sucks as is nothing but trouble - att needs to roll out uverse faster!,cyberbully,0
did Santa cum n visit u huny?,not cybercrime,1
nice voicemail... i didn't enjoy it cuz i am a bitch.,not cybercrime,1
summer workout tape? How you gonna workout to Kanyes depressing ass album  ok  maybe 2 songs,cyberbully,0
Well I I said some words about Pollgod that i didnt mean because a SP member was being a fuck head lol,not cybercrime,1
i'm with you on the new yrs res! i'm 10lbs chubbier than i was 8 mos ago and i ALSO thought i was completely immune to fat! :(,not cybercrime,1
Oh  you bastard.  You couldn't wait until I'm not busy.  I'll probably catch the tail end again.  Damn it all.,cyberbully,0
How is the Loser episode?  Lotsa crying??,cyberbully,0
I am Dutch ;) Over here  there's a difference between the fat ho-ho santa and st. nicolas (sinterklaas).,not cybercrime,1
fuck off!!!,cyberbully,0
ducking ducking ducking. Stupid ass autocorrect,cyberbully,0
DAMN TJ  You getting called out in songs now??!!,cyberbully,0
LMAO!! I aint gonna front  shit did look kinda moist! Ol Duncan Hines Ass!!! LOL!!,not cybercrime,1
my programs is telling me the same damn thing. WTH!?!,cyberbully,0
I wanna see her tall lanky ass playin tennis  lol,not cybercrime,1
The guy who runs it is a major dick  underpays or doesn't pay models. He's harassed me and belittled me.,cyberbully,0
Yeah it was four years ago  but I have a long memory. I also still hate the Avalanche even though they've sucked for years. :},cyberbully,0
Grew up a Habs fan  which meant I had to hate the Leafs when I moved to Toronto  which meant embracing the Wings.,cyberbully,0
Wilt fresh spinach with hot bacon fat and top with bacon!,not cybercrime,1
 Graphic novel class? I hate you but I love you but still I hate you and oh yesh  Hows ya boy JImmy?,not cybercrime,1
usually  if I am at the point where I'm ready to say something mean  I will click away. I hate mean people.  hate them.,cyberbully,0
yes  it's winter time and i'd hate for her ears to get cold out there on the ocean city boardwalk.,cyberbully,0
Now I know you're really are GAY!,not cybercrime,1
Me?? Hairy ass??? WTF?!?! I would laser that shit...,cyberbully,0
which keyboard do u hate? I hate iPhone keyboard. Yes touchscreen is cool but I WISH I had actual buttons 2 push! Less typo's,not cybercrime,1
write more books  sccessful new venture with me  &bring fat fat 2 L.A. so we can hang out and buy our sons a bunch of cute clothes,not cybercrime,1
Fuck you  McGaffigan. I WANT TO GO. NAO!,cyberbully,0
You can stop voting now. Holy fuck. If only McCain had you on his side  and you were 18.,cyberbully,0
You bash Nickelback  but you listen to Staind? WTF?! I hate both  btw.,cyberbully,0
I nominate @Badhorse_ for a Shorty Award in #green because... Why the fuck not?,not cybercrime,1
Joanne Angel? You know how much I hate you right now :p &lt;3 XXXorcist,cyberbully,0
I also lost my wallet over the weekend! its sucks  in my case I was just dumb and appear to have dropped it somewhere...,cyberbully,0
dunno  I just saw her go at the top of stairs; It seemed like an ass slide.,not cybercrime,1
It's just crazy. This boy is fucking up my sleep schedule. Probably why I don't mind too much. ;),cyberbully,0
"RE: Hugh's daughter.  I just hate to see when a female CEO step down and says it's so ""company can evolve"" AAARRRG!",cyberbully,0
like tha new 50 shit fire.  finally sum club gangsta shit i neede that!!! hook is catchy as fuck and 50 whas rappin good.,cyberbully,0
i fuck wit u.  u got skillz homie.,cyberbully,0
-- damn fool. you're a 247 workhorse!,cyberbully,0
#NAME?,not cybercrime,1
-- damn homie ... in highschool you was the man homie. fuck happened to you?,cyberbully,0
--- that shit right there fool ... is FUCKING TIGHT!!!! --- http://tinyurl.com/6fro26,cyberbully,0
no. ur 13 get the fuck off the internet and get back to playing with ur easy bake oven. stupid parents buyin brats iphones.,cyberbully,0
if Q is there tell him he sucks. He's dark and plays suspect lol,not cybercrime,1
thats the only set back  and its a bitch to send ish back,cyberbully,0
blocked. What a fucking load of old shit.,cyberbully,0
lol the fuck what concert was that,cyberbully,0
because I hate you. The last one I rewrote cuz there was a typo and it was bothering me,cyberbully,0
oops but you're forgiven. Hope they win. I Never had a good exp. with a shelter  they hate us military types. Glad you did though!,not cybercrime,1
fuck yo couch,cyberbully,0
ground her now and she'll kick your ass lol,not cybercrime,1
can't make up my mind. Go out w my girl vip style and leave the dog home alone till morn  stay in or go to a gay pj party,not cybercrime,1
Oh  Hannah  I am so  so sorry for your loss. I've done the deathbed vigil and it sucks. I hope your pain eases with time. Love,cyberbully,0
Happy birthday you damn sexy hobo!,not cybercrime,1
I'm celebrating and drinking to the fact you're an annoying fuck :),cyberbully,0
I'm doing nothing. I was thinking about going to the Flaming Lips concert  but hate going alone.,cyberbully,0
dude the talk about universe at #LeWeb is awesome. As a nerd guy you have to watch it,not cybercrime,1
Jerry IS Cowboy's problem. He won't hire real coach  'cuz then the credit wouldn't go to him. He's poster child for attn whore.,cyberbully,0
u r pussy. lulz.,not cybercrime,1
don't you just hate that?! Especially when it is over the most irrelevant crap,cyberbully,0
yes. Freakin 17 and in college since i was 16 ugh! It sucks. Hah,cyberbully,0
Then why u cryn? Hate'n on me.,cyberbully,0
If it wasn't for AT&T's spotty network  I'd switch in a heartbeat. That's where Verizon kicks some serious ass.,cyberbully,0
you fart like a fucking bass drum lol,not cybercrime,1
what da drilly wit dat do! ...oh  and i STILL got distribution in Japan...damn  that chick was the worst that night,cyberbully,0
yeah  but w/ that running time u'll be there 2morrow. that mmovie is long as fuck.,cyberbully,0
damn bossman  let find out u got 2 jobs. what are u  a single parent or somethin'?,cyberbully,0
"no-sign. i dont fuck with ""rats""",not cybercrime,1
http://twitpic.com/s13a - omg i hate scottiethehottie!! he is a retarded spammer!! he is photographer08 (it got deleted ...,cyberbully,0
no fuck you,cyberbully,0
I don't bother arguing that about Bush anymore because people who admire him have damn near no power post-2008 elections.,cyberbully,0
do you think you are nudging me to change my update...WHORE NAILS!,cyberbully,0
thats what you get for being a fat ass....FAT ASS...,not cybercrime,1
I HATE YOU!,cyberbully,0
i've been on twitter 1 week and am about 20 shy of 500. does that make me a loser? LOL LOL LOL,cyberbully,0
well either wy thy like dick wayyy to much.,not cybercrime,1
omg son i JUST figured out how to reply to youuuuuuu. i hate this lmao,not cybercrime,1
fail whale?,cyberbully,0
cluster fuck indeed.,cyberbully,0
"- you can trust me to do my part to help @adam_callender win his ""biggest loser"" contest.  ;)",not cybercrime,1
Dang I hate the little buttons. GO BACK ONE TWEET!,cyberbully,0
ironic - I normally hate plastic 4 environmental reasons- this time  it actually saved some of the patterns from the wet grass,cyberbully,0
God Damn !! Ok ... How about Peter Duncan then ?,cyberbully,0
damn you overload issues! :(,cyberbully,0
that's killer. Wish it was even cool here. But it's been damn near 80 most of the week. No where near festive temps.,not cybercrime,1
"ugh  yes. I am a consumer whore... ""and how!""",cyberbully,0
SHUT THE FUCK UP!,cyberbully,0
i hear ya. iPods can get annoying with that damn clicking noise!,cyberbully,0
dude...if u didnt tell me how 2 do this fucking thing(twittr) i wud prob still b lyk nowhere with it!,not cybercrime,1
Don't you just hate deciding on things.,cyberbully,0
"eddie izzard says the brits pronounce ""herb"" with the h ""because there's a fucking h in it.""",cyberbully,0
I feel like such a nerd watching this! I LOVE IT!!!!!!!!!,not cybercrime,1
#NAME?,not cybercrime,1
wtf? That is so gay.,cyberbully,0
Would you believe the same article said eating less helps us live longer  too? Damn those scientists!,not cybercrime,1
"YOU""RE A GAY!? .... =) I &lt;3 you",not cybercrime,1
There's some dude at this bar that totally looks like you. Should I kick his ass for impersonating?,not cybercrime,1
all these awesome people just flock to me. Guess I'm about cool as fuck.,not cybercrime,1
@KitchenGirlJo what's the fail whale?,cyberbully,0
oh LOL I use a client so I never get the fail whale :-p,not cybercrime,1
could be that I'm not typing hard enough? happened a lot more when I first got this laptop about 3 weeks ago. Sucks ass,cyberbully,0
you're a fucking bully  man.,cyberbully,0
damn son,cyberbully,0
fuck the world? Or for the win,not cybercrime,1
http://is.gd/brVS (iTunes) or http://is.gd/b4yp Antrel Rolle previewed today's MIN game on the Best Damn Sports Show Podcast.,not cybercrime,1
oh come on. I mean  we all love to hate MyZou  but it's one thing to hate MyZou and another to take a time machine to the 70s.,not cybercrime,1
no i dont! He does. I hate his guts!!!,not cybercrime,1
this makes mme smile lol. I hate him. But we still dont bring him up bc to us he is dead and non-existant.,not cybercrime,1
i hope so that way i can fuck him over continuously.,cyberbully,0
your a effin cunt! Ihu!,cyberbully,0
dude that sucks man!,cyberbully,0
Im glad to meet someone with similar FREAK gifts to me.  haha,not cybercrime,1
read the emacs-rails codebase and then see why emacs is just damn cool,cyberbully,0
omg omg omg! finally the shoes r coming out yay yay I want them so so so SO BAD! =) fuck cancer! =) this literary made my day,cyberbully,0
god a free cure show! damn!  I didn't know about this & I live close! ugh lucky lucky how was it??,not cybercrime,1
"Girl  talked to Black Milk on the phn for an hour. Watching ""Big Bang Theory"" drunk as fuck  eating cereal & its cold in the D.",cyberbully,0
Are you out celebrating your birthday? If so  a birthday drink is ok! But don't forget the marathon. I hate being such a stickler.,cyberbully,0
Damnit.  I've started a new short story.  About a dentist. Fuck.,cyberbully,0
All of my friends are married gay  or have been burned so badly they don't want 2 even think about another relationship :o( I've,not cybercrime,1
"Well  if he's a pussy  he surely isn't that man of ""substance"" your looking for lol...Don't settle when you know you want more.",not cybercrime,1
the fail whale?,cyberbully,0
Damn  you've had more jobs than  um  er  well  you're just always employed! lol,not cybercrime,1
